instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp;atemp;hum;windspeed;leaflets;price reduction;casual;registered;cnt
397;01.02.2012;1.0;1;2;0;3;1;1;18.7667;0.44170013220511584;76.18755;0.189067;787;0;304;4275;4579
8;08.01.2011;1.0;0;1;0;6;0;2;6.6;0.8664922243717058;80.37495;0.266804;990;0;68;891;959
354;20.12.2011;4.0;0;12;0;2;1;2;15.4333;0.3829543353845651;89.31255;0.0615708;867;1;216;3534;3750
304;31.10.2011;4.0;0;10;0;1;1;1;13.6;0.2141781288599358;105.49995;0.10635;720;0;362;3307;3669
597;19.08.2012;3.0;1;8;0;0;0;2;25.4333;0.5329552422872978;93.84519991166079;0.08645;540;0;1208;3341;4549
464;08.04.2012;1.0;1;4;0;0;0;1;20.0;0.5047679593056903;41.37495;0.232596;557;1;2230;2939;5169
119;29.04.2011;2.0;0;4;0;5;1;1;20.4;0.4678487526702178;68.56245;0.240063;911;1;878;3717;4595
132;12.05.2011;2.0;0;5;0;4;1;1;21.4;0.3752481212137128;93.84519991166079;0.189667;983;0;695;4169;4864
562;15.07.2012;1.0;1;7;0;0;0;1;29.8333;0.9253340761514497;107.68755;0.166667;690;1;1920;4111;6031
441;16.03.2012;1.0;1;3;0;5;1;2;17.4333;0.0;126.31245;0.113192;585;0;548;3830;4378
608;30.08.2012;3.0;1;8;0;4;1;1;28.2667;0.6865309952141118;88.56255;0.0771167;592;0;1172;6541;7713
163;12.06.2011;2.0;0;6;0;0;0;1;27.7;0.7336885421257442;112.18755;0.163567;495;0;1467;2993;4460
44;13.02.2011;1.0;0;2;0;0;0;1;12.6609;0.6141577200922622;68.60865;0.260883;686;1;397;1192;1589
367;02.01.2012;1.0;1;1;1;1;0;1;10.9217;0.7141301956986772;57.1956;0.329665;989;0;244;1707;1951
529;12.06.2012;2.0;1;6;0;2;1;2;26.1333;0.6021462859747494;124.99995;0.214546;777;0;477;4495;4972
669;30.10.2012;4.0;1;10;0;2;1;2;12.7273;0.0;123.81825;0.213009;846;0;87;1009;1096
321;17.11.2011;4.0;0;11;0;4;1;2;13.6667;0.45133964661786;86.37495;0.3053619999999999;532;0;139;2914;3053
232;20.08.2011;1.0;0;8;0;6;0;1;27.9;0.708666720663583;101.12505;0.104467;675;0;1914;3277;5191
702;02.12.2012;4.0;1;12;0;0;0;2;13.9;0.0;123.49995;0.1243789999999999;702;0;892;3757;4649
303;30.10.2011;4.0;0;10;0;0;0;1;12.7667;0.3992104140438644;93.5625;0.176617;787;0;885;2446;3331
514;28.05.2012;2.0;1;5;1;1;0;1;28.5;0.7594839119735104;101.4375;0.196521;506;0;2557;3486;6043
501;15.05.2012;2.0;1;5;0;2;1;2;24.4667;0.44135047498881286;119.18745;0.147392;779;0;625;4490;5115
401;05.02.2012;1.0;1;2;0;0;0;2;10.6333;0.3337531445614761;103.18755;0.175996;769;0;318;2629;2947
341;07.12.2011;4.0;0;12;0;3;1;3;16.4;0.32762230094963124;93.84519991166079;0.266175;586;1;50;655;705
277;04.10.2011;4.0;0;10;0;2;1;1;19.3667;0.23320139932179068;106.5;0.205854;819;0;486;3970;4456
408;12.02.2012;1.0;1;2;0;0;0;1;5.1;1.0;69.68745;0.4092119999999999;644;0;73;1456;1529
682;12.11.2012;4.0;1;11;1;1;0;1;19.4;0.18953514875292019;111.25005;0.173517;793;0;1097;5172;6269
206;25.07.2011;3.0;0;7;0;1;1;1;29.7333;0.9602861738320516;113.56245;0.0908083;474;0;568;3272;3840
190;09.07.2011;3.0;0;7;0;6;0;1;29.3333;0.7727213067570576;91.37505;0.1679119999999999;755;0;1988;3348;5336
202;21.07.2011;3.0;0;7;0;4;1;2;32.6;1.0;103.6875;0.222021;788;0;632;3152;3784
620;11.09.2012;1.0;1;9;0;2;1;1;23.1;0.46920722968635575;78.0;0.0920541999999999;469;0;1070;6697;7767
100;10.04.2011;2.0;0;4;0;0;0;2;17.0667;0.0;128.625;0.146767;661;0;1188;1707;2895
312;08.11.2011;4.0;0;11;0;0;1;1;16.3333;0.16220360324297473;108.25005;0.0690375;686;0;376;3829;4205
554;07.07.2012;3.0;1;7;0;6;0;1;34.4667;1.0;73.81245;0.163554;834;0;1448;3392;4840
208;27.07.2011;1.0;0;7;0;3;1;1;31.0;0.6991029026597889;60.43755;0.183463;654;0;755;3901;4656
661;22.10.2012;4.0;1;10;0;1;1;1;19.5;0.39316473436617305;85.24995;0.0814833;599;0;830;6228;7058
162;11.06.2011;2.0;0;6;0;6;0;1;29.0;0.7845045855344996;98.18745;0.15485;841;0;1729;3237;4966
316;12.11.2011;4.0;0;11;0;0;0;1;14.2667;0.46591870362237364;82.93755;0.212062;598;0;1275;2792;4067
353;19.12.2011;4.0;0;12;0;1;1;1;11.0667;0.43299877207940574;95.625;0.172896;703;0;260;3143;3403
726;26.12.2012;1.0;1;12;0;3;1;3;9.7333;0.0;123.49995;0.316546;701;0;9;432;441
654;15.10.2012;4.0;1;10;0;1;1;2;22.4667;0.40659657938076665;93.84519991166079;0.296037;598;0;760;5115;5875
599;21.08.2012;3.0;1;8;0;2;1;1;25.9667;0.5668769011503088;101.0625;0.0727708;964;0;1081;5925;7006
680;10.11.2012;1.0;1;11;0;6;0;1;15.5667;0.3033180691342496;96.81255;0.0578458;901;0;2090;4446;6536
447;22.03.2012;2.0;1;3;0;4;1;1;22.1667;0.22840843171539088;124.6875;0.1175619999999999;750;0;1334;5537;6871
339;05.12.2011;1.0;0;12;0;1;1;2;15.4333;0.0;124.06245;0.0622083;628;0;233;3578;3811
512;26.05.2012;2.0;1;5;0;6;0;1;27.7;0.7247661853885774;109.875;0.198992;869;0;2855;3681;6536
420;24.02.2012;1.0;1;2;0;5;1;2;16.3;0.13012637516551137;110.625;0.237567;944;0;246;3241;3487
248;05.09.2011;3.0;0;9;1;1;0;2;26.9333;0.6766801263352474;118.56255;0.212696;887;1;1236;2115;3351
1;01.01.2011;1.0;0;1;0;6;0;2;13.7667;0.0;120.87495;0.160446;755;0;331;654;985
648;09.10.2012;4.0;1;10;0;2;1;2;17.8667;0.11051034717052013;114.25005;0.1903;611;0;601;5791;6392
313;09.11.2011;4.0;0;11;0;0;1;1;16.0;0.08265195240693844;113.74995;0.0621958;864;0;305;3804;4109
88;29.03.2011;2.0;0;3;0;2;1;1;12.1;0.6582349027264998;47.12505;0.226996;829;0;317;2108;2425
83;24.03.2011;2.0;0;3;0;4;1;2;11.4;0.0;120.87495;0.2437869999999999;861;0;166;1699;1865
305;01.11.2011;4.0;0;11;0;2;1;1;16.0333;0.23330363668259224;102.5625;0.135571;675;0;410;3658;4068
465;09.04.2012;2.0;1;4;0;1;1;1;19.5667;0.5081014570371856;47.625;0.358196;585;1;905;4680;5585
488;02.05.2012;2.0;1;5;0;3;1;1;22.5667;0.2899744216810625;119.56245;0.138058;813;0;667;5502;6169
615;06.09.2012;1.0;1;9;0;4;1;2;27.8667;0.7914980296318298;121.56255;0.142421;598;1;611;5592;6203
712;12.12.2012;4.0;1;12;0;3;1;2;11.9;0.5651117457014;80.74995;0.162937;802;1;310;5009;5319
541;24.06.2012;3.0;1;6;0;0;0;1;29.7333;0.6965749199297366;71.87505;0.145525;731;0;2551;4340;6891
510;24.05.2012;1.0;1;5;0;4;1;1;26.2;0.589559978435731;107.50005;0.172896;706;0;1059;5711;6770
157;06.06.2011;2.0;0;6;0;1;1;1;27.1333;0.6223693513348315;90.0;0.121896;912;0;673;3875;4548
373;08.01.2012;1.0;1;1;0;0;0;1;13.5;0.5786364075495135;69.75;0.191542;969;0;599;2826;3425
161;10.06.2011;2.0;0;6;0;5;1;1;30.2;0.8348694741048246;90.75;0.1405539999999999;840;0;815;3771;4586
314;10.11.2011;4.0;0;11;0;0;1;2;15.2;0.0;121.99995;0.189067;684;1;190;2743;2933
179;28.06.2011;3.0;0;6;0;2;1;1;29.7667;0.8294494768913795;95.12505;0.144283;997;0;732;3916;4648
716;16.12.2012;1.0;1;12;0;0;0;2;14.5;0.0;125.8125;0.100742;491;0;538;3248;3786
398;02.02.2012;1.0;1;2;0;4;1;2;15.9667;0.33120313813802177;93.84519991166079;0.187187;547;0;190;3571;3761
229;17.08.2011;3.0;0;8;0;3;1;1;28.9333;0.7192770312965905;86.31255;0.143667;905;0;668;4026;4694
439;14.03.2012;1.0;1;3;0;3;1;1;22.9;0.46941412272603666;76.06245;0.1150619999999999;887;0;997;5315;6312
103;13.04.2011;2.0;0;4;0;3;1;2;16.5;0.0;122.87505;0.250617;694;1;209;1953;2162
545;28.06.2012;3.0;1;6;0;4;1;1;29.9667;0.6692067712942589;63.375;0.17165;772;0;921;5958;6879
596;18.08.2012;3.0;1;8;0;6;0;1;27.1333;0.6235147604822474;90.49995;0.177867;507;0;2827;5038;7865
315;11.11.2011;4.0;0;11;1;0;0;1;12.9667;0.6100554236244202;66.9375;0.314675;617;0;440;2928;3368
694;24.11.2012;4.0;1;11;0;6;0;1;11.1333;0.454493061223317;93.84519991166079;0.376871;496;0;532;1745;2277
540;23.06.2012;3.0;1;6;0;6;0;1;29.2667;0.7107600757340151;80.18745;0.179721;978;1;2657;4801;7458
490;04.05.2012;2.0;1;5;0;5;1;1;25.1;0.5053424866740941;110.31255;0.162938;476;0;1069;5227;6296
588;10.08.2012;3.0;1;8;0;5;1;2;28.6333;0.8020414505469795;107.37495;0.238813;733;0;1065;4721;5786
656;17.10.2012;4.0;1;10;0;3;1;1;18.2333;0.32607685059173575;93.84519991166079;0.101371;492;1;979;6482;7461
92;02.04.2011;2.0;0;4;0;6;0;2;12.6;0.34538196913793656;98.0625;0.197146;672;0;898;1354;2252
359;25.12.2011;1.0;0;12;0;0;0;1;10.9913;0.33653340618662214;102.1956;0.155091;989;0;303;451;754
496;10.05.2012;2.0;1;5;0;4;1;1;20.2333;0.41126982901212;82.81245;0.314063;550;0;1026;5546;6572
362;28.12.2011;1.0;0;12;0;3;1;1;11.9652;0.6021004514859108;75.58695;0.293961;840;0;255;2047;2302
254;11.09.2011;3.0;0;9;0;0;0;1;26.1333;0.5838991089264678;107.0625;0.1150539999999999;1005;0;1633;3413;5046
421;25.02.2012;1.0;1;2;0;6;0;1;11.6333;0.6826454664324966;59.37495;0.421642;669;0;317;2415;2732
296;23.10.2011;4.0;0;10;0;0;0;1;16.8667;0.12934690981174884;111.1875;0.0995125;607;0;1619;2762;4381
639;30.09.2012;4.0;1;9;0;0;0;1;21.0667;0.3991381805757014;87.49995;0.134958;952;0;2015;4874;6889
146;26.05.2011;2.0;0;5;0;4;1;1;28.3333;0.7463029191312421;101.625;0.199642;720;0;758;3919;4677
197;16.07.2011;3.0;0;7;0;6;0;1;27.4667;0.6359256078873023;87.75;-1.0;731;0;2418;3505;5923
619;10.09.2012;3.0;1;9;0;1;1;1;23.3333;0.4784671200844868;75.5625;0.258713;748;0;1118;6407;7525
252;09.09.2011;3.0;0;9;0;5;1;2;26.0;0.5948936792219528;134.68755;0.1243789999999999;1002;0;417;3127;3544
241;29.08.2011;3.0;0;8;0;1;1;1;25.4667;0.5339443338466495;83.18745;0.159825;587;0;729;3905;4634
357;23.12.2011;1.0;0;12;0;5;1;1;14.9333;0.23420052817614778;102.9375;0.274246;762;0;163;2046;2209
185;04.07.2011;3.0;0;7;1;1;0;2;29.0667;0.7761812646298839;95.68755;0.0814791999999999;749;0;3065;2978;6043
361;27.12.2011;1.0;0;12;0;2;1;2;13.0;0.0727980119959745;114.375;0.18845;517;0;103;1059;1162
471;15.04.2012;2.0;1;4;0;0;0;1;24.2667;0.4985849707309463;76.18755;0.225129;554;0;2846;4286;7132
65;06.03.2011;1.0;0;3;0;0;0;2;15.0609;0.0;142.23915;0.343287;667;0;114;491;605
698;28.11.2012;4.0;1;11;0;3;1;1;11.8667;0.6037917203364038;75.9375;0.210821;935;1;198;5062;5260
189;08.07.2011;3.0;0;7;0;5;1;2;28.3667;0.8087617436028558;113.68755;0.225129;1015;0;692;3348;4040
641;02.10.2012;4.0;1;10;0;2;1;3;23.6333;0.3262080430296051;130.75005;0.104475;499;0;315;4324;4639
255;12.09.2011;3.0;0;9;0;1;1;1;25.7739;0.5552982633055873;103.8261;0.088913;532;0;690;4023;4713
473;17.04.2012;2.0;1;4;0;2;1;1;24.3333;0.5100319959135728;58.56255;0.273629;633;0;989;5702;6691
509;23.05.2012;2.0;1;5;0;3;1;2;24.8667;0.4805712307105115;116.18745;0.102;873;0;766;4494;5260
67;08.03.2011;1.0;0;3;0;2;1;1;11.7;0.6724009343753699;63.12495;0.12065;924;0;316;1817;2133
240;28.08.2011;3.0;0;8;0;0;0;1;28.2824;0.6714155984954349;84.26475;0.304659;615;0;1415;2919;4334
71;12.03.2011;1.0;0;3;0;6;0;1;13.1667;0.43740978825679405;89.18745;0.220775;580;0;724;1408;2132
485;29.04.2012;2.0;1;4;0;0;0;1;18.3333;0.3710692951030721;88.06245;0.116908;869;0;2229;4075;6304
652;13.10.2012;4.0;1;10;0;6;0;1;15.7333;0.49241607597015485;74.18745;0.146142;632;0;2252;4857;7109
721;21.12.2012;1.0;1;12;0;5;1;2;13.0667;0.4971565479973268;83.50005;0.3743829999999999;881;0;221;3402;3623
242;30.08.2011;3.0;0;8;0;2;1;1;25.5667;0.5376581720490031;82.24995;0.1250079999999999;576;1;775;4429;5204
234;22.08.2011;3.0;0;8;0;1;1;1;27.6667;0.6018625784219417;70.5;0.27675;990;0;833;3925;4758
66;07.03.2011;1.0;0;3;0;1;1;1;10.4696;0.6120089864650072;82.6956;0.341352;981;1;244;1628;1872
725;25.12.2012;1.0;1;12;1;2;0;2;11.6522;0.4339269298028013;93.84519991166079;0.168726;699;0;440;573;1013
102;12.04.2011;2.0;0;4;0;2;1;2;20.1;0.21823437008237204;110.87505;0.274879;813;0;257;1777;2034
13;13.01.2011;1.0;0;1;0;4;1;1;6.6;0.9272218297345708;70.56255;0.301;572;1;38;1368;1406
399;03.02.2012;1.0;1;2;0;5;1;1;12.5333;0.5544557099191334;79.00005;0.178496;860;0;310;3841;4151
342;08.12.2011;4.0;0;12;0;4;1;1;10.6333;0.5599853600554315;87.0;0.240058;573;0;150;3172;3322
713;13.12.2012;1.0;1;12;0;4;1;1;11.8333;0.6249276768344028;72.87495;0.174129;676;0;425;5107;5532
253;10.09.2011;3.0;0;9;0;6;0;1;26.4;0.6136106673007535;113.0625;0.153608;560;0;1750;3595;5345
184;03.07.2011;1.0;0;7;0;0;0;2;28.6667;0.778564707473191;102.375;0.228858;722;0;2282;2367;4649
214;02.08.2011;3.0;0;8;0;2;1;1;31.3333;0.7946750683014188;73.6875;0.20585;617;0;801;4044;4845
272;29.09.2011;4.0;0;9;0;4;1;1;24.6667;0.48133788841246405;104.87505;0.1728829999999999;920;0;653;4186;4839
582;04.08.2012;3.0;1;8;0;6;0;1;31.7333;0.9745543672230168;91.99995;0.257458;606;0;2345;4479;6824
267;24.09.2011;4.0;0;9;0;6;0;2;24.2667;0.3965948245751463;129.375;0.0783833;968;0;1776;3647;5423
433;08.03.2012;1.0;1;3;0;4;1;1;21.1;0.4105461111265285;85.125;0.441563;870;0;486;4896;5382
358;24.12.2011;1.0;0;12;0;6;0;1;12.1;0.5516246719061122;81.375;0.190304;803;0;155;856;1011
97;07.04.2011;2.0;0;4;0;4;1;1;17.5;0.3533963679673178;90.43755;0.1623119999999999;929;0;571;2570;3141
363;29.12.2011;1.0;0;12;0;4;1;1;9.9333;0.6041231827083792;86.12505;0.1194119999999999;728;0;254;2169;2423
31;31.01.2011;1.0;0;1;0;1;1;2;7.2333;0.7113429689282937;90.5625;0.187192;901;0;42;1459;1501
117;27.04.2011;2.0;0;4;0;3;1;2;24.8;0.46066421304147787;125.31255;0.3122;849;1;547;3325;3872
332;28.11.2011;4.0;0;11;0;1;1;1;20.1391;0.21470222206975237;111.45645;0.142122;637;0;253;3614;3867
424;28.02.2012;1.0;1;2;0;2;1;1;14.3667;0.5874853353912047;59.37495;0.193417;595;0;229;4134;4363
489;03.05.2012;2.0;1;5;0;4;1;2;22.4;0.3029630259151026;115.24995;0.133696;908;1;764;5657;6421
428;03.03.2012;1.0;1;3;0;6;0;2;16.5667;0.33292675726599896;93.1875;0.161079;642;0;956;3110;4066
406;10.02.2012;1.0;1;2;0;5;1;2;11.2333;0.5916099696361012;81.0;0.1169289999999999;764;0;227;3604;3831
193;12.07.2011;3.0;0;7;0;2;1;1;31.7667;0.9032317209479568;83.87505;0.200254;670;0;662;3596;4258
415;19.02.2012;1.0;1;2;0;0;0;2;11.2;0.6225526963611572;77.37495;0.253112;838;0;618;2071;2689
508;22.05.2012;2.0;1;5;0;2;1;2;24.6;0.4608539024741014;114.87495;0.118167;576;0;819;5254;6073
385;20.01.2012;1.0;1;1;0;5;1;2;8.7;0.8066799404621889;67.5;0.20275;584;0;115;3048;3163
498;12.05.2012;2.0;1;5;0;6;0;1;22.5667;0.47265269094879664;72.06255;0.1231329999999999;813;0;2622;4807;7429
372;07.01.2012;1.0;1;1;0;6;0;1;15.7333;0.45673539226192966;79.75005;0.174758;827;0;1070;3451;4521
503;17.05.2012;2.0;1;5;0;4;1;1;23.7333;0.48327194335179025;78.0;0.229475;882;0;1242;6142;7384
477;21.04.2012;2.0;1;4;0;6;0;1;22.8;0.3859662522556909;102.43755;0.283587;524;0;2541;4083;6624
20;20.01.2011;1.0;0;1;0;4;1;2;10.4667;0.48350053487501;93.84519991166079;0.195904;992;0;83;1844;1927
440;15.03.2012;1.0;1;3;0;4;1;1;22.3;0.42699430076724587;86.93745;0.149883;624;0;1005;5187;6192
55;24.02.2011;1.0;0;2;0;4;1;2;11.8261;0.26888549094914826;104.60865;0.250496;759;0;100;1707;1807
587;09.08.2012;3.0;1;8;0;4;1;1;30.2333;0.8538254353454291;93.06255;0.1561;1006;1;1196;6090;7286
70;11.03.2011;1.0;0;3;0;5;1;2;12.6609;0.3522180815378148;97.43475;0.2329699999999999;487;1;247;1730;1977
550;03.07.2012;3.0;1;7;0;2;1;1;31.2333;0.789528910379784;73.81245;0.126237;790;0;1052;5608;6660
110;20.04.2011;2.0;0;4;0;3;1;1;23.8;0.4599416945595752;92.12505;0.241925;750;1;613;3331;3944
243;31.08.2011;1.0;0;8;0;3;1;1;26.2667;0.5741858848106696;89.68755;0.0833333;628;0;688;4370;5058
469;13.04.2012;2.0;1;4;0;5;1;1;17.7;0.5098734626366493;61.24995;0.155471;965;0;1252;5146;6398
59;28.02.2011;1.0;0;2;0;1;1;2;16.2909;0.3284081086233893;93.84519991166079;0.289686;471;1;81;1365;1446
151;31.05.2011;2.0;0;5;0;2;1;1;31.0;0.9398521499438595;95.50005;0.111329;843;0;673;3309;3982
32;01.02.2011;1.0;0;2;0;2;1;2;7.687;0.0;124.43475;0.0532129999999999;914;0;47;1313;1360
169;18.06.2011;2.0;0;6;0;6;0;1;27.8667;0.7038896433373155;100.56255;0.1194079999999999;617;0;1807;3312;5119
517;31.05.2012;2.0;1;5;0;4;1;1;27.2;0.5914495341898938;73.93755;0.195279;986;0;1100;6238;7338
696;26.11.2012;4.0;1;11;0;1;1;1;12.5333;0.5438735875717969;80.31255;0.04665;1025;0;337;4750;5087
690;20.11.2012;4.0;1;11;0;2;1;2;14.9667;0.23639430806971262;102.75;0.082725;796;0;534;5100;5634
455;30.03.2012;2.0;1;3;0;5;1;2;14.8;0.41561915726218307;87.12495;0.138067;1016;0;796;4663;5459
506;20.05.2012;2.0;1;5;0;0;0;1;24.8333;0.5122466823496626;79.56255;0.254367;783;0;2704;4425;7129
91;01.04.2011;2.0;0;4;0;5;1;2;12.0;0.29076688931685785;102.9375;0.258708;699;1;307;1920;2227
260;17.09.2011;3.0;0;9;0;6;0;2;19.6667;0.230673302889633;107.74995;0.189675;939;1;1434;3077;4511
317;13.11.2011;4.0;0;11;0;0;0;1;17.6333;0.48576805537914786;68.74995;0.281721;829;0;1004;2713;3717
145;25.05.2011;2.0;0;5;0;3;1;1;26.4333;0.6035569911927221;104.4375;0.1542329999999999;702;0;740;4238;4978
695;25.11.2012;4.0;1;11;0;0;0;1;9.8333;0.7336025865969473;70.24995;0.1505;728;0;309;2115;2424
595;17.08.2012;3.0;1;8;0;5;1;1;28.9333;0.7160894530414328;85.62495;0.231354;887;0;1483;5665;7148
519;02.06.2012;2.0;1;6;0;6;0;1;23.3333;0.4654828419464699;82.37505;0.1865619999999999;743;0;2795;5325;8120
427;02.03.2012;1.0;1;3;0;5;1;2;14.1333;0.3024193367564748;98.56245;0.144904;867;0;246;2948;3194
515;29.05.2012;2.0;1;5;0;2;1;1;28.9;0.8009473199376;102.68745;0.2954;598;1;880;4863;5743
670;31.10.2012;4.0;1;10;0;3;1;2;14.3;0.2809127318093816;100.00005;0.166667;747;0;419;5147;5566
284;11.10.2011;4.0;0;10;0;2;1;2;22.6667;0.2875220363725156;121.3125;0.143042;800;0;667;3896;4563
3;03.01.2011;1.0;0;1;0;1;1;1;7.8546;0.8614861733054043;65.59095;0.248309;829;0;120;1229;1349
49;18.02.2011;1.0;0;2;0;5;1;1;20.8667;0.4392312094455522;77.50005;0.264925;681;0;579;2348;2927
673;03.11.2012;4.0;1;11;0;6;0;2;13.7333;0.5492579017043887;73.6875;0.270529;827;0;1029;4109;5138
323;19.11.2011;1.0;0;11;0;6;0;1;13.1667;0.5580202460461016;75.31245;0.224496;1003;0;943;2720;3663
676;06.11.2012;4.0;1;11;0;2;1;1;11.2333;0.5531761025450297;85.06245;0.173513;677;0;466;5220;5686
142;22.05.2011;1.0;0;5;0;0;0;1;24.1667;0.4332714693411655;112.43745;0.148008;703;0;1576;3084;4660
211;30.07.2011;3.0;0;7;0;6;0;1;32.1667;0.8171037139314479;69.87495;0.168537;637;0;1559;2916;4475
437;12.03.2012;1.0;1;3;0;1;1;1;18.6667;0.4554648766691451;73.37505;0.207713;497;0;838;4460;5298
12;12.01.2011;1.0;0;1;0;3;1;1;6.9091;0.7418486326660099;89.93175;0.304627;889;0;25;1137;1162
598;20.08.2012;3.0;1;8;0;1;1;2;25.4333;0.5308852706774132;110.12505;0.1299789999999999;611;0;1026;5504;6530
343;09.12.2011;4.0;0;12;0;5;1;1;11.6333;0.2786182853065073;104.37495;0.0827166999999999;875;0;261;3359;3620
526;09.06.2012;2.0;1;6;0;6;0;1;28.4333;0.6173343488224843;65.56245;0.144287;593;0;2708;4790;7498
251;08.09.2011;3.0;0;9;0;0;1;3;25.3565;0.5077393812146688;140.93475;0.192748;684;1;153;1689;1842
